Verbatim,sentiment
Hersey on numara teşekkürler,positive
Süper çekiyor,positive
Çok iyi herkese önermek isterim,positive
Çok guzel,positive
Çok başarılısınız,positive
tesekkurler  ederim ben memnunum,positive
Çok teşekkür ediyorum,positive
Çok memlunum teşekkürler vodafone,positive
Başarılarınızın devamını dilerim,positive
teşekkürler vodafone,positive
Memnunum iyi çalışmalar dilerim,positive
Tavsiye ederim iyi,positive
Herşey 10 numara,positive
Genel olarak Memnununum,positive
En iyi hat vodafone,positive
Her Şey Çok Güzel Olacak,positive
hersey icin cok tesekker ederim,positive
Harikasınız,positive
Çok iyisiniz tavsiyem yok,positive
Çok memnunum herşey için teşekkürler,positive
daha iyisi olana kadar güzel,positive
Teşekkürler tavsiye ediyorum,positive
Gerçekten güzel olmasını diliyorum,positive
"Internet ve arama çekim gücü iyilestirilmeli öğretmenim okulda çekmiyor...
terife degistirdigim için çok pişmanım en kısa sürede operatör değiştirmeyi düşünüyorum.",negative
"edirne saracapaşa mahallesinde 1 aydır hat çekmiyor !!! ne internet ne arama wifi 
kapandığı an şebeke yok diyor ve hala hiç birşey yapmıyorsunuz",negative
"Merhaba yaklaşık 3 aydır söylüyorum şikayet ediyorum. 
Hiç bir şekilde yardımcı olunmuyor. 4 tane hattım var.
 Hepsini Turkcell e geçiş yapacağım.",negative
"Tavsiye bilmiyorum ama vodafone 
şebekelerinde bir sıkıntı oldgu kesin aramalar da ve internet
 hızında sürekli bir sıkıntı var düzeltilmesini tavsiye ediyorum",negative
"Sürekli internet kesintiye uğruyor çekmiyor hızı çok yavaş
 taahhutum bitince kullanmayı düşünmüyorum. Ve herkese de kesinlikle 
kullanmayın diyorum. Hızının ve çekim alanın mutlaka iyileştirilmesi gerekiyor 
watsap görüntülü arama bile berbat",negative
"Daha çok çekim gücü sağlayabilirsiniz her yerde telefon 
çekmiyor videolarda duruyor arama yapılamıyor teşekkürler :)",negative
"Sizi neden kullandığım sorusunabir cevap bulamıyorum. Yerli ve milli değilsin. En hesaplı da değilsin.
 Zaten hiç bir yerde çekmiyorsun. 2 aydır hastanedeyim. Burnumdan getirdin vodafone. 
Şimdi beni arayıp bölgesel problem demeyin. Bu 3. Hastanem. 
Hiç bir yerde çekmiyorsun vodafone. 
Sana tavsiyem. Geldiğin yere geri git. Bu işler böyle olmuyor. Yurt ışında millete bedava telefon verip 
burada milleti sömürüyorsunuz. Kur farkı varsa girdiğinizde de vardı. 
Girmeseydiniz. !!! İLK FIRSATTA DEĞİŞTİRCEM. !",negative
"Senelerdir vodafone kullanıyorum ama İnternet şebekeniz o kadar kötüki.
telefon değiştirdik sıfır aldık ama halen yine aynı. Telefon görüşmesi yaparken hat gidiyor 
geliyor kapanıyor kendi kendine. Taahhütüm biter bitmez vodafone bırakacağım. Dört gözle 
bekliyoruz taahhüt bitmesini",negative
"edirne saracapaşa mahallesinde 1 aydır hat çekmiyor !!! ne internet ne 
arama wifi kapandığı an şebeke yok diyor ve hala hiç birşey yapmıyorsunuz",negative
"Çekim yok denecek kadar az bir kulağında çekiyor diğer kulağa aldığında şebeke sıfır İnternet 
çok çok yavaş vodafone yanımda sadece ismi var hizmeti sıfır vodafone yapılan şikayetlere cevap 
verme veya şikayeti çözme sıfır müşteri memnuniyetine önem verme sıfır müşteri mağduriyetini giderme sıfır. 
Hizmetin iyi olmasını gerçekten istiyorsanız esas yetkili biri ararsa daha net anlaşılır hizmetiniz. 
Yetkili bunu okuyorsa benim orada en az 5 şikayet dilekçem mevcuttur dönüş hala yoktur Arayın tek 
tek eksiklikleri sizinle paylaşayım",negative
"Son zamanlarda biraz daha iyi olsa da Dağ arazi ve piknik alanlarında çekim gücü çok çok az iç 
mekan da sürekli değişen bir internet hızı var şehirde veya belirli çekim gücünün iyi olduğu 
noktalarda ise internet ve gerikalanlar oldukça iyi diyebilirim.",negative
"Evim ana caddede hiç bir şekilde telefon çekmiyor diğer tüm hatlar çekiyorken 
wifi olmasa evde maalesef ne telefon ne internet kullanmak imkansız. daha önce de ilettik 
geri dönüş olmadı ilgilenilirse seviniriz",negative
"Hat cogu yerde çekmiyor internet bazen cok agir isliyor ve arama yapacagim zaman arama 
cok gec calmaya basliyor kontorlu hatla suanda ilerliyorum fakat bu sekilde faturali hatta 
hayatta gecmem iyi calismalar.",negative
En kısa zamanda hattımı değiştireceğim,negative
"İstanbul içinde iyi dışında sürekli sıkıntı var şu an çorlu yenicedeyim anketi tamamlamak için 
cambazlık yapıyorum Turkcell den size geçiş yaptım Allah’tan eşimi turkcell de bırakmışım sizde
 sıkıntı yaşadıkça tekrar Turkcell’i kullanıyorum eşimden inşallah bu şikayetleri dikkate alırsınız",negative
"Kapalı alanlarda zaten çekim gücü çok az. Buna ek olarak telefon 4 diş çekip de 4.5G 
gözükmesine rağmen açık alanlarda bile kısa süreliğine internet kesiliyor. Bu durumdan 
dolayı operatörümü değiştireceğim.",
"2000 li yillar gibi kapali mekanlarda ve kalabalik mekanlarda kesinlikle telefon çekmiyor. 
Birakin dağı tepeyi hafif yüksek arazilerde komple hat kesiliyor.",negative
"İstanbul Zeytinburnu'nda oturuyorum ve arka odamızda internet çekmiyor E 
hızına düşüyor videolar ve sosyal medya uygulamaları yavaş akıyor Çağrı merkezini 
aradığımda ise herhangi bir sorun yok deniyor bizden kaynaklanan bir şey yok deniyor ve telefon 
kapatılıyor taahhüt bitsin Turkcell'e geçmeyi planlıyorum",negative
"Evimde ve çalıştığım işyerinde sürekli şebekede kopma oluyor evimde 
balkona çıkmadan hattımı kullanamıyorum daha önce aradım müşteri servisini 
hiçbirşey yapılmadı böyle devam ederse adıma kayıtlı hatlarımı iptal edecem veya 
operatörümü değiştireceğim.",negative
Arama bekletme hizmeti çalışmıyor. Başka bir arama geldiğinde görüşme de kapanıyor,neutral
"Daha geniş ve hızlı çekim kapsamına alınmalı Böyle giderse en kısa zamanda hat iptali
 yapmak ve operatörümü değiştirmek zorunda kalacam. Ilginiz için teşekkür ederim",neagtive
"WhatsApp durumna bile 5 dk da bakabiliyorum bazen. İnternet berbat. Benim telefonda 
mi sikinti acaba diye hat değiştirdim.diger hatlarda 4.5G sabit iken Vodafone de H hıza kadar değişiyor. 
Hakkari/Yüksekova merkez mahallerde (köyler Allah'a emanet) şebeke böyle.Lafin kisasi ya sizin alt
 yapinizda sikinti var. 
Ya da başka bir problem var. En kısa zaman duzeltirsiniz omarim.su an bile 4.5G acik bende 
görünen internet "" H """,negative
"Kapalı alanda asla internet ve şebeke erişimi sağlanmıyor. Paramızla rezil oluyoruz. 
Bir telefon ne için kullanılır ki başka arama yapamıyor internete giremiyorum. 
Artık çmzğn şu sorunu.",negative
"Tavsiye bilmiyorum ama vodafone şebekelerinde bir sıkıntı oldgu 
kesin aramalar da ve internet hızında sürekli bir sıkıntı var düzeltilmesini 
tavsiye ediyorum",neutral
"Sürekli internet kesintiye uğruyor çekmiyor hızı çok yavaş taahhutum bitince 
kullanmayı düşünmüyorum. Ve herkese de kesinlikle kullanmayın diyorum. Hızının ve
 çekim alanın mutlaka iyileştirilmesi gerekiyor watsap görüntülü arama bile berbat",neagtive
"Daha çok çekim gücü sağlayabilirsiniz her yerde telefon 
çekmiyor videolarda duruyor arama yapılamıyor teşekkürler :)",neutral
"Aramalarda sıkıntı yaşamadım ancak internet kesintisi yaşadığım 
bölgede sık sık oluyor mekana göre de bağlantı hızı değişiyor",neutral
"Defalarca şikayette bulunmamıza rağmen kimse bizi dikkate almadı. Bulunduğumuz adreste şebeke çekmiyor.
 müşteri hizmetlerinden arandı şebeke problemi olduğu teyit edildi. Ona rağmen hiç birşey yapılmadı. 2020 nin 
avrupası hemde istanbulunda telefonla görüşmek için balkonlara çıkıyoruz. Kızıma hat alacam ama kendi
 kızım şebeke hariç herşeyinden memnun olduğum vodafone u istemiyor. 
KİMSE BİZİ DİNLEMİYOR ÖNEMSEMİYOR. 
Bu kayıtsızlığınız; taahhütlerimiz bitince tüm vodafone hatlarımızı iptal ettirecek.",neagtive
"Şehır dışı sık seyahat ediyorum. Konuşma esnasında çok aşırı kesiliyor. 
Arkasından hediye dakika gönderiliyor. Bunun telafisi bu dakikalar değil çekim gücü artırımı olmalı.
 Şehir içinde de keza sık yaşıyorum.
 İnternet X operatöre daha zayıf Y operatöre göre daha iyi ortada kalıyorsunuz.",negative
"Sizin vereceğiniz şebeke çekiminin amına koyayım 50 sefer musteri 
hizmetini aradım şebeke 1 hafta düzeltecek dedi 3 yıl geçti",neagtive
"Mobil uygulama gayet düzgün çalışıyor. Çıktığı günden beri kullanıyorum ve şimdiye kadar hiç sorun 
olmadan girip işlemimi yaptım. Bazı yorumlarda bir yıldız verip girilmiyor eleştirisi bana hiç inandırıcı gelmiyor. 
Kullanım kolaylığı için eleştiri veya öneri olabilir. Buna saygılıyım fakat çok kötü demek haksızlık. 
Başarılı bir uygulama ve her geçen geliştiriliyor. Emeği geçenlere teşekkürler.",positive
"1 haftadır akbank mobile giriş yapamıyorum şifremidr bildiğim halde 
hata veriyor nasıl bir uygulama anlayamadim",negative
"İvedi şekilde borsa kısmına müdahale edilmesi lazım. Son bir aydır saçmalıyor. 
Program yöneticisinin ekibiyle birlikte işine son verilmesi lazım.
 Bunu müşteri hizmetlerine de bildireceğim",negative
"AKBANK ISTER ŞUBE BANKACILIĞI İSTER MOBİL BANKACILIĞIN ÇOK FAZLA İLERİSİNDE 
MÜŞTERİSİNİN HER TÜRLÜ İHTIYACINI IVEDİ CÖZÜM BULUYOR BANKAYI VE BANKANIN
 TÜM ÇALIŞANLARINI COK TEŞEKKÜR EDERİM.",positive
"10 yıldan fazladır bankanız ile çalışıyorum genel olarak çok memnundum. Son 1 senedir geliştirme 
adına geri dönüyor gibi. Kredi Kart ile taksit seçeneği kampanyalarınız artık yok kullanım amacı sadece 
para kart gibi oldu. AkbankMobil çok hızlı ve çok kullanışlıydı son guncellemeden sonra aşırı yavaş. Taksitli 
alışveriş yapamiyacaksan neden kredi kartı kullanayım. Vade farkı olmaksızın kullanmak istiyoruz. Teşekkürler",negative
"QR kodu okutup para çekemiyorum. Her türlü kamera izni konum izni verdiğim halde uygulamada 
para çek bölümünden tutarı gridiğim halde QR kodu okuma alanına geçmiyor.",negative
"bir aydır müşteri olmaya çalışıyorum uygulamayı indiriyorum Bilgilerim dolduruyorum 
fakat son aşamada her zaman aynı yanıt veriyor (Aksilik bir sorun yaşıyoruz en yakın şubeye 
müracaat edebilirsiniz)!!",negative
"Herşey güzel ama 5000 tl krediyi veremediniz kaç yıldır müşterinizim 5 bin tl hakketmiyormuyum en yakin 
banka yi işaret etmek ayıptır banka ile çalışan bankanın nerede olduğunu bilmezmi yinede teşekkürler 
stresimi aldiniz",negative
Merhaba bu aralar eft ve havaleye sorun var diyerek izin verilmiyor neler oluyor ?,negative
"Çok fazla hat veriyor. Bazen çok acil yapmam gereken işlem oluyor
 'bir hata oldu' uyarısı alıyorum İşlem yapamıyorum",negative
"Mobil uygulama ile bankamatikten QR kodu okutarak para çekemiyorum, bir türlü kod okuma 
ekrani gelmiyor Mobil uygulamada, konumu açtığım halde...",negative
Selfi ile giriş ve parmak izi ile giriş note 4 de çalışmıyor gerek li izin leri verdiğim halde kamera açılmıyor,negative
"QR kodu okutup para çekemiyorum. Her türlü kamera izni konum izni verdiğim halde uygulamada 
para çek bölümünden tutarı gridiğim halde QR kodu okuma alanına geçmiyor.",negative
"mobil uygulamadan defalarca kredi kartıma otomatik ödeme talimatı verdiğim ve talimatın alındığını 
gosterdikleri halde talimatım kayda geçmemiş. kart borcum ödenmemiş kartıma bloke konmuş. kendi 
yanlışlarını müşteriden çıkarıyorlar!!! musteriye ceza kesmeden önce uygulamanizin düzgün çalışıp 
çalışmadığını kontrol edin!!!",negative
"Giriş ekranında en yakın akbank menüsüne girdiğimde ""cihazınızın konum servisleri kapalı durumda 
açmak ister misiniz"" diyor gps konum özelliği açık olduğu halde yine aynı hayatı veriyor. Konum özelliği diğer 
uygulamalarda sıkıntısız çalışıyor. Android versiyonu 8.0. Lütfen bu sorunu düzeltir misiniz? 
Ayrıca yeni arayüzünüz eskisinden daha karışık olmuş menüler ve tasarım çok kullanışsız. 
Başka banka kredi kartı ödemesi yapma menüsünü bulamadım bir türlü. Eski arayüzde çok kolaydı bu işlem.",negative
"On numara, beş yıldız. İdi yorumum da, verdiğim puan da.. Çalışan program çalışmaz oldu, 
şu anda size hizmet veremiyoruz, lütfen sonra deneyin demeler başlamış. Çok sık karşılaşıyorum, 
kabak tadı vermeye başladı.",negative
"Bir çok bankanın mobil uygulamasını kullanıyorum, içlerinde en beğendiklerimden birisi. 
Birden fazla kurumsal hesabı da eş zamanlı kullanmaya izin verse tadından yenmez",positive
"Netten kredi kartı başvurusunda bulundum ve kartım gelince mobil şubeden 
otomatik ödeme talimatı vermeye çalıştım ve 'şubeye uğrayıp sözleşme imzalamam' gerektiği ile ilgili uyarılarla karşılaştım. 
Madem işler böyle yürüyor kurye neden kartı getirip bir sözleşme imzalatmak için zahmet etti anlamadım.
 Akbank rakiplerine bakarak şubesiz bankacılık nasıl olur öğrenmesi lazım. 
Neyse biz de kartı kapattık kurtulduk.",negative
"Elimden gelse 1 sn bile Akbank ı kullanmam. Ama ne yapalım maaş müşterisiyiz, mecbur. 
Adamlar kurban arefesinde 1500 limiti aştığın anda 20-30 lira civarı para 
çekme ücreti istiyorlar bankamatikten.
 4000 lira kurban paramı tek seferde yanlışlıkla, açıklamayı okumadan çeksem 50 lira keseceklerdi. 
4000 lirayı 3 günde ancak çekebildim kesinti yapılmadan. 
Sen -isim vermeyeceğim- bir katılımdan maaş müşterisi olmasan da içerdeki atm den tek seferde
 20bin tl çekbiliyrsun. Krş masrafalınmıyor işlmlrden",negative
"Öncelikle maaş müşterisi olduğumu belirtmek istiyorum hesaba para geldiğinde herhangi bir uyarı yada
 buna benzer bir bildirim olmuyor bunun dışında ise iki farklı telefonda kullanıma izin vermiyor bununla 
ilgili düzeltme olursa sevinirim kolay gelsin iyi çalışmalar",neutral
Hay Day iyi bir oyun herkese önerdiğim bir çiftlik oyunu ancak yeni gelen güncelleme oyunu biraz bozdu melesa derbi de kişiye hak 5 e düştü ve puanlar 50 oldu ikincisi ürünlerin maliyeti baya fazla keşke yeni gelen güncellemede onu da düzektseydiniz oyun iyi ama güncelleme bazı kusurları yarattı bence eski hali daha iyiydi herkesin indirmesi gereken bir oyun ben çok severek oynuyorum tabi bazı hatalar giderilirse çok daha iyi olur 🙂☺️🙏,neutral
Sevgili SUPERCELL öncelikle tüm oyunların bir harika (favorim brawl stars). Hay day de diğer oyunların kadar güzel. Ancak birkaç ekleme ve detayla daha güzel olabilir. Mesela tarlada kullanılan biber vb. ürünler kasalardan çıkabilir. Başka bi örnek verecek olursak mevsimleri ve hava durumlarını oyuna ekleyebilir ve hatta bunları oyuncular kendileri ayarlayabilir. Lütfen bu yorumumu dikkate alın. Sevgilerimi ve saygılarımı sunarım.,positive
Hay day oyunu nu sevdim ama çok reklam var bide alıp para verip gidiyorlar çok sıkıcı ama guzel 2 puan kırdım )❤❤❤😊😊😊😊😊☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺☺ 3 puan verdim,positive
"Nolur supecell hay day yeni güncelleme gelsin bu güncellemede oyundan atiyor bir, güncellemeyle bunu kaldıra bilirsiniz yeni güncellemede söz veriyorum ki, oyundan atmasa 5 puan verecegim",positive
Hay day sevdim ama greg lütfen benim kanıma gelsin ne olur,positive
Hay day oyununu seviyorum oyuna girince tıkladığın veya vadiye girdiğimde beni vadiden atıyor oyunda kaldığın süresindeki etkinliğindeki elmadağ ve hediyeler gelmiyor vizyondaki hediyeler yardımdaki puanlar ve hediyeler gelmiyor oyundan hep atılıyorum çok az oynayabiliyorum kimi zaman gazeteyi goremiyorum arkadaşlara geçişlerin çok ağır otundan tıklasana biraz tıklasana oyundan atiliyorumbu oyunu bırakmak istemiyorum cep telefonum son sistem en kısa sürede düzeleceğini umuyorum sevgilerimle,positive
